0,1,2,3,4,5,6
12,+1:02.326,53,0,Paul di Resta,Force India,2011 Japanese Grand Prix
13,+1:03.705,53,0,Kamui Kobayashi,Sauber,2011 Japanese Grand Prix
14,+1:04.194,53,0,Pastor Maldonado,Williams,2011 Japanese Grand Prix
15,+1:06.623,53,0,Jaime Alguersuari,Toro Rosso,2011 Japanese Grand Prix
16,+1:12.628,53,0,Bruno Senna,Renault,2011 Japanese Grand Prix
17,+1:14.191,53,0,Rubens Barrichello,Williams,2011 Japanese Grand Prix
18,+1:27.824,53,0,Heikki Kovalainen,Lotus,2011 Japanese Grand Prix
19,+1:36.140,53,0,Jarno Trulli,Lotus,2011 Japanese Grand Prix
20,+2 Laps,51,0,Timo Glock,Virgin,2011 Japanese Grand Prix
21,+2 Laps,51,0,Jérôme d'Ambrosio,Virgin,2011 Japanese Grand Prix
22,+2 Laps,51,0,Daniel Ricciardo,HRT,2011 Japanese Grand Prix
23,+3 Laps,50,0,Vitantonio Liuzzi,HRT,2011 Japanese Grand Prix
,Wheel,11,0,Sébastien Buemi,Toro Rosso,2011 Japanese Grand Prix
1,1:38:01.994,55,25,Sebastian Vettel,Red Bull,2011 Korean Grand Prix
2,+12.019,55,18,Lewis Hamilton,McLaren,2011 Korean Grand Prix
3,+12.477,55,15,Mark Webber,Red Bull,2011 Korean Grand Prix
4,+14.694,55,12,Jenson Button,McLaren,2011 Korean Grand Prix
5,+15.689,55,10,Fernando Alonso,Ferrari,2011 Korean Grand Prix
6,+25.133,55,8,Felipe Massa,Ferrari,2011 Korean Grand Prix
7,+49.538,55,6,Jaime Alguersuari,Toro Rosso,2011 Korean Grand Prix
8,+54.053,55,4,Nico Rosberg,Mercedes,2011 Korean Grand Prix
9,+1:02.762,55,2,Sébastien Buemi,Toro Rosso,2011 Korean Grand Prix
10,+1:08.602,55,1,Paul di Resta,Force India,2011 Korean Grand Prix
11,+1:11.229,55,0,Adrian Sutil,Force India,2011 Korean Grand Prix
12,+1:33.068,55,0,Rubens Barrichello,Williams,2011 Korean Grand Prix
13,+1 Lap,54,0,Bruno Senna,Renault,2011 Korean Grand Prix
14,+1 Lap,54,0,Heikki Kovalainen,Lotus,2011 Korean Grand Prix
15,+1 Lap,54,0,Kamui Kobayashi,Sauber,2011 Korean Grand Prix
16,+1 Lap,54,0,Sergio Pérez,Sauber,2011 Korean Grand Prix
17,+1 Lap,54,0,Jarno Trulli,Lotus,2011 Korean Grand Prix
18,+1 Lap,54,0,Timo Glock,Virgin,2011 Korean Grand Prix
19,+1 Lap,54,0,Daniel Ricciardo,HRT,2011 Korean Grand Prix
20,+1 Lap,54,0,Jérôme d'Ambrosio,Virgin,2011 Korean Grand Prix
21,+3 Laps,52,0,Vitantonio Liuzzi,HRT,2011 Korean Grand Prix
,Clutch,30,0,Pastor Maldonado,Williams,2011 Korean Grand Prix
,Collision,16,0,Vitaly Petrov,Renault,2011 Korean Grand Prix
,Collision,15,0,Michael Schumacher,Mercedes,2011 Korean Grand Prix
1,1:30:35.002,60,25,Sebastian Vettel,Red Bull,2011 Indian Grand Prix
2,+8.433,60,18,Jenson Button,McLaren,2011 Indian Grand Prix
3,+24.301,60,15,Fernando Alonso,Ferrari,2011 Indian Grand Prix
4,+25.529,60,12,Mark Webber,Red Bull,2011 Indian Grand Prix
5,+1:05.421,60,10,Michael Schumacher,Mercedes,2011 Indian Grand Prix
6,+1:06.851,60,8,Nico Rosberg,Mercedes,2011 Indian Grand Prix
7,+1:24.183,60,6,Lewis Hamilton,McLaren,2011 Indian Grand Prix
8,+1 Lap,59,4,Jaime Alguersuari,Toro Rosso,2011 Indian Grand Prix
9,+1 Lap,59,2,Adrian Sutil,Force India,2011 Indian Grand Prix
10,+1 Lap,59,1,Sergio Pérez,Sauber,2011 Indian Grand Prix
11,+1 Lap,59,0,Vitaly Petrov,Renault,2011 Indian Grand Prix
12,+1 Lap,59,0,Bruno Senna,Renault,2011 Indian Grand Prix
13,+1 Lap,59,0,Paul di Resta,Force India,2011 Indian Grand Prix
14,+2 Laps,58,0,Heikki Kovalainen,Lotus,2011 Indian Grand Prix
15,+2 Laps,58,0,Rubens Barrichello,Williams,2011 Indian Grand Prix
16,+3 Laps,57,0,Jérôme d'Ambrosio,Virgin,2011 Indian Grand Prix
17,+3 Laps,57,0,Narain Karthikeyan,HRT,2011 Indian Grand Prix
18,+3 Laps,57,0,Daniel Ricciardo,HRT,2011 Indian Grand Prix
19,+5 Laps,55,0,Jarno Trulli,Lotus,2011 Indian Grand Prix
,Suspension,32,0,Felipe Massa,Ferrari,2011 Indian Grand Prix
,Engine,24,0,Sébastien Buemi,Toro Rosso,2011 Indian Grand Prix
,Gearbox,12,0,Pastor Maldonado,Williams,2011 Indian Grand Prix
,Collision,2,0,Timo Glock,Virgin,2011 Indian Grand Prix
,Collision,0,0,Kamui Kobayashi,Sauber,2011 Indian Grand Prix
1,1:37:11.886,55,25,Lewis Hamilton,McLaren,2011 Abu Dhabi Grand Prix
2,+8.457,55,18,Fernando Alonso,Ferrari,2011 Abu Dhabi Grand Prix
3,+25.881,55,15,Jenson Button,McLaren,2011 Abu Dhabi Grand Prix
4,+35.784,55,12,Mark Webber,Red Bull,2011 Abu Dhabi Grand Prix
5,+50.578,55,10,Felipe Massa,Ferrari,2011 Abu Dhabi Grand Prix
6,+52.317,55,8,Nico Rosberg,Mercedes,2011 Abu Dhabi Grand Prix
7,+1:15.964,55,6,Michael Schumacher,Mercedes,2011 Abu Dhabi Grand Prix
8,+1:17.122,55,4,Adrian Sutil,Force India,2011 Abu Dhabi Grand Prix
9,+1:41.087,55,2,Paul di Resta,Force India,2011 Abu Dhabi Grand Prix
10,+1 Lap,54,1,Kamui Kobayashi,Sauber,2011 Abu Dhabi Grand Prix
11,+1 Lap,54,0,Sergio Pérez,Sauber,2011 Abu Dhabi Grand Prix
12,+1 Lap,54,0,Rubens Barrichello,Williams,2011 Abu Dhabi Grand Prix
13,+1 Lap,54,0,Vitaly Petrov,Renault,2011 Abu Dhabi Grand Prix
14,+1 Lap,54,0,Pastor Maldonado,Williams,2011 Abu Dhabi Grand Prix
15,+1 Lap,54,0,Jaime Alguersuari,Toro Rosso,2011 Abu Dhabi Grand Prix
16,+1 Lap,54,0,Bruno Senna,Renault,2011 Abu Dhabi Grand Prix
17,+1 Lap,54,0,Heikki Kovalainen,Lotus,2011 Abu Dhabi Grand Prix
18,+2 Laps,53,0,Jarno Trulli,Lotus,2011 Abu Dhabi Grand Prix
19,+2 Laps,53,0,Timo Glock,Virgin,2011 Abu Dhabi Grand Prix
20,+2 Laps,53,0,Vitantonio Liuzzi,HRT,2011 Abu Dhabi Grand Prix
,Mechanical,48,0,Daniel Ricciardo,HRT,2011 Abu Dhabi Grand Prix
,Hydraulics,19,0,Sébastien Buemi,Toro Rosso,2011 Abu Dhabi Grand Prix
,Brakes,18,0,Jérôme d'Ambrosio,Virgin,2011 Abu Dhabi Grand Prix
,Puncture,1,0,Sebastian Vettel,Red Bull,2011 Abu Dhabi Grand Prix
1,1:32:17.464,71,25,Mark Webber,Red Bull,2011 Brazilian Grand Prix
2,+16.983,71,18,Sebastian Vettel,Red Bull,2011 Brazilian Grand Prix
3,+27.638,71,15,Jenson Button,McLaren,2011 Brazilian Grand Prix
4,+35.048,71,12,Fernando Alonso,Ferrari,2011 Brazilian Grand Prix
5,+1:06.733,71,10,Felipe Massa,Ferrari,2011 Brazilian Grand Prix
6,+1 Lap,70,8,Adrian Sutil,Force India,2011 Brazilian Grand Prix
7,+1 Lap,70,6,Nico Rosberg,Mercedes,2011 Brazilian Grand Prix
8,+1 Lap,70,4,Paul di Resta,Force India,2011 Brazilian Grand Prix
9,+1 Lap,70,2,Kamui Kobayashi,Sauber,2011 Brazilian Grand Prix
10,+1 Lap,70,1,Vitaly Petrov,Renault,2011 Brazilian Grand Prix
11,+1 Lap,70,0,Jaime Alguersuari,Toro Rosso,2011 Brazilian Grand Prix
12,+1 Lap,70,0,Sébastien Buemi,Toro Rosso,2011 Brazilian Grand Prix
13,+1 Lap,70,0,Sergio Pérez,Sauber,2011 Brazilian Grand Prix
14,+1 Lap,70,0,Rubens Barrichello,Williams,2011 Brazilian Grand Prix
15,+1 Lap,70,0,Michael Schumacher,Mercedes,2011 Brazilian Grand Prix
16,+2 Laps,69,0,Heikki Kovalainen,Lotus,2011 Brazilian Grand Prix
17,+2 Laps,69,0,Bruno Senna,Renault,2011 Brazilian Grand Prix
18,+2 Laps,69,0,Jarno Trulli,Lotus,2011 Brazilian Grand Prix
19,+3 Laps,68,0,Jérôme d'Ambrosio,Virgin,2011 Brazilian Grand Prix
20,+3 Laps,68,0,Daniel Ricciardo,HRT,2011 Brazilian Grand Prix
,Retired,61,0,Vitantonio Liuzzi,HRT,2011 Brazilian Grand Prix
,Gearbox,46,0,Lewis Hamilton,McLaren,2011 Brazilian Grand Prix
,Retired,26,0,Pastor Maldonado,Williams,2011 Brazilian Grand Prix
,Retired,21,0,Timo Glock,Virgin,2011 Brazilian Grand Prix
1,1:34:09.565,58,25,Jenson Button,McLaren,2012 Australian Grand Prix
2,+2.139,58,18,Sebastian Vettel,Red Bull,2012 Australian Grand Prix
3,+4.075,58,15,Lewis Hamilton,McLaren,2012 Australian Grand Prix
4,+4.547,58,12,Mark Webber,Red Bull,2012 Australian Grand Prix
5,+21.565,58,10,Fernando Alonso,Ferrari,2012 Australian Grand Prix
6,+36.766,58,8,Kamui Kobayashi,Sauber,2012 Australian Grand Prix
7,+38.014,58,6,Kimi Räikkönen,Lotus F1,2012 Australian Grand Prix
8,+39.458,58,4,Sergio Pérez,Sauber,2012 Australian Grand Prix
9,+39.556,58,2,Daniel Ricciardo,Toro Rosso,2012 Australian Grand Prix
10,+39.737,58,1,Paul di Resta,Force India,2012 Australian Grand Prix
11,+39.848,58,0,Jean-Éric Vergne,Toro Rosso,2012 Australian Grand Prix
12,+57.642,58,0,Nico Rosberg,Mercedes,2012 Australian Grand Prix
13,Accident,57,0,Pastor Maldonado,Williams,2012 Australian Grand Prix
14,+1 Lap,57,0,Timo Glock,Marussia,2012 Australian Grand Prix
15,+5 Laps,53,0,Charles Pic,Marussia,2012 Australian Grand Prix
16,Collision,52,0,Bruno Senna,Williams,2012 Australian Grand Prix
,Collision,46,0,Felipe Massa,Ferrari,2012 Australian Grand Prix
,Suspension,38,0,Heikki Kovalainen,Caterham,2012 Australian Grand Prix
,Steering,34,0,Vitaly Petrov,Caterham,2012 Australian Grand Prix
,Gearbox,10,0,Michael Schumacher,Mercedes,2012 Australian Grand Prix
,Collision,1,0,Romain Grosjean,Lotus F1,2012 Australian Grand Prix
,Did not qualify,0,0,Pedro de la Rosa,HRT,2012 Australian Grand Prix
,Collision,0,0,Nico Hülkenberg,Force India,2012 Australian Grand Prix
,Did not qualify,0,0,Narain Karthikeyan,HRT,2012 Australian Grand Prix
1,2:44:51.812,56,25,Fernando Alonso,Ferrari,2012 Malaysian Grand Prix
2,+2.263,56,18,Sergio Pérez,Sauber,2012 Malaysian Grand Prix
3,+14.591,56,15,Lewis Hamilton,McLaren,2012 Malaysian Grand Prix
4,+17.688,56,12,Mark Webber,Red Bull,2012 Malaysian Grand Prix
5,+29.456,56,10,Kimi Räikkönen,Lotus F1,2012 Malaysian Grand Prix
6,+37.667,56,8,Bruno Senna,Williams,2012 Malaysian Grand Prix
7,+44.412,56,6,Paul di Resta,Force India,2012 Malaysian Grand Prix
8,+46.985,56,4,Jean-Éric Vergne,Toro Rosso,2012 Malaysian Grand Prix
9,+47.892,56,2,Nico Hülkenberg,Force India,2012 Malaysian Grand Prix
10,+49.996,56,1,Michael Schumacher,Mercedes,2012 Malaysian Grand Prix
11,+1:15.527,56,0,Sebastian Vettel,Red Bull,2012 Malaysian Grand Prix
12,+1:16.828,56,0,Daniel Ricciardo,Toro Rosso,2012 Malaysian Grand Prix
13,+1:18.593,56,0,Nico Rosberg,Mercedes,2012 Malaysian Grand Prix
14,+1:19.719,56,0,Jenson Button,McLaren,2012 Malaysian Grand Prix
15,+1:37.319,56,0,Felipe Massa,Ferrari,2012 Malaysian Grand Prix
16,+1 Lap,55,0,Vitaly Petrov,Caterham,2012 Malaysian Grand Prix
17,+1 Lap,55,0,Timo Glock,Marussia,2012 Malaysian Grand Prix
18,+1 Lap,55,0,Heikki Kovalainen,Caterham,2012 Malaysian Grand Prix
19,Engine,54,0,Pastor Maldonado,Williams,2012 Malaysian Grand Prix
20,+2 Laps,54,0,Charles Pic,Marussia,2012 Malaysian Grand Prix
21,+2 Laps,54,0,Narain Karthikeyan,HRT,2012 Malaysian Grand Prix
22,+2 Laps,54,0,Pedro de la Rosa,HRT,2012 Malaysian Grand Prix
,Retired,46,0,Kamui Kobayashi,Sauber,2012 Malaysian Grand Prix
,Collision,3,0,Romain Grosjean,Lotus F1,2012 Malaysian Grand Prix
1,1:36:26.929,56,25,Nico Rosberg,Mercedes,2012 Chinese Grand Prix
2,+20.626,56,18,Jenson Button,McLaren,2012 Chinese Grand Prix
3,+26.012,56,15,Lewis Hamilton,McLaren,2012 Chinese Grand Prix
4,+27.924,56,12,Mark Webber,Red Bull,2012 Chinese Grand Prix
5,+30.483,56,10,Sebastian Vettel,Red Bull,2012 Chinese Grand Prix
6,+31.491,56,8,Romain Grosjean,Lotus F1,2012 Chinese Grand Prix
7,+34.597,56,6,Bruno Senna,Williams,2012 Chinese Grand Prix
8,+35.643,56,4,Pastor Maldonado,Williams,2012 Chinese Grand Prix
9,+37.256,56,2,Fernando Alonso,Ferrari,2012 Chinese Grand Prix
10,+38.720,56,1,Kamui Kobayashi,Sauber,2012 Chinese Grand Prix
11,+41.066,56,0,Sergio Pérez,Sauber,2012 Chinese Grand Prix
12,+42.273,56,0,Paul di Resta,Force India,2012 Chinese Grand Prix
13,+42.779,56,0,Felipe Massa,Ferrari,2012 Chinese Grand Prix
14,+50.573,56,0,Kimi Räikkönen,Lotus F1,2012 Chinese Grand Prix
15,+51.213,56,0,Nico Hülkenberg,Force India,2012 Chinese Grand Prix
16,+51.756,56,0,Jean-Éric Vergne,Toro Rosso,2012 Chinese Grand Prix
17,+1:03.156,56,0,Daniel Ricciardo,Toro Rosso,2012 Chinese Grand Prix
18,+1 Lap,55,0,Vitaly Petrov,Caterham,2012 Chinese Grand Prix
19,+1 Lap,55,0,Timo Glock,Marussia,2012 Chinese Grand Prix
20,+1 Lap,55,0,Charles Pic,Marussia,2012 Chinese Grand Prix
21,+1 Lap,55,0,Pedro de la Rosa,HRT,2012 Chinese Grand Prix
22,+2 Laps,54,0,Narain Karthikeyan,HRT,2012 Chinese Grand Prix
23,+3 Laps,53,0,Heikki Kovalainen,Caterham,2012 Chinese Grand Prix
,Wheel nut,12,0,Michael Schumacher,Mercedes,2012 Chinese Grand Prix
1,1:35:10.990,57,25,Sebastian Vettel,Red Bull,2012 Bahrain Grand Prix
2,+3.333,57,18,Kimi Räikkönen,Lotus F1,2012 Bahrain Grand Prix
3,+10.194,57,15,Romain Grosjean,Lotus F1,2012 Bahrain Grand Prix
4,+38.788,57,12,Mark Webber,Red Bull,2012 Bahrain Grand Prix
5,+55.460,57,10,Nico Rosberg,Mercedes,2012 Bahrain Grand Prix
6,+57.543,57,8,Paul di Resta,Force India,2012 Bahrain Grand Prix
7,+57.803,57,6,Fernando Alonso,Ferrari,2012 Bahrain Grand Prix
8,+58.984,57,4,Lewis Hamilton,McLaren,2012 Bahrain Grand Prix
9,+1:04.999,57,2,Felipe Massa,Ferrari,2012 Bahrain Grand Prix
10,+1:11.490,57,1,Michael Schumacher,Mercedes,2012 Bahrain Grand Prix
11,+1:12.702,57,0,Sergio Pérez,Sauber,2012 Bahrain Grand Prix
12,+1:16.539,57,0,Nico Hülkenberg,Force India,2012 Bahrain Grand Prix
13,+1:30.334,57,0,Kamui Kobayashi,Sauber,2012 Bahrain Grand Prix
14,+1:33.723,57,0,Jean-Éric Vergne,Toro Rosso,2012 Bahrain Grand Prix
15,+1 Lap,56,0,Daniel Ricciardo,Toro Rosso,2012 Bahrain Grand Prix
16,+1 Lap,56,0,Vitaly Petrov,Caterham,2012 Bahrain Grand Prix
17,+1 Lap,56,0,Heikki Kovalainen,Caterham,2012 Bahrain Grand Prix
18,Exhaust,55,0,Jenson Button,McLaren,2012 Bahrain Grand Prix
19,+2 Laps,55,0,Timo Glock,Marussia,2012 Bahrain Grand Prix
20,+2 Laps,55,0,Pedro de la Rosa,HRT,2012 Bahrain Grand Prix
21,+2 Laps,55,0,Narain Karthikeyan,HRT,2012 Bahrain Grand Prix
22,Vibrations,54,0,Bruno Senna,Williams,2012 Bahrain Grand Prix
,Puncture,25,0,Pastor Maldonado,Williams,2012 Bahrain Grand Prix
,Engine,24,0,Charles Pic,Marussia,2012 Bahrain Grand Prix
1,1:39:09.145,66,25,Pastor Maldonado,Williams,2012 Spanish Grand Prix
2,+3.195,66,18,Fernando Alonso,Ferrari,2012 Spanish Grand Prix
3,+3.884,66,15,Kimi Räikkönen,Lotus F1,2012 Spanish Grand Prix
4,+14.799,66,12,Romain Grosjean,Lotus F1,2012 Spanish Grand Prix
5,+1:04.641,66,10,Kamui Kobayashi,Sauber,2012 Spanish Grand Prix
6,+1:07.576,66,8,Sebastian Vettel,Red Bull,2012 Spanish Grand Prix
7,+1:17.919,66,6,Nico Rosberg,Mercedes,2012 Spanish Grand Prix
8,+1:18.140,66,4,Lewis Hamilton,McLaren,2012 Spanish Grand Prix
9,+1:25.246,66,2,Jenson Button,McLaren,2012 Spanish Grand Prix
10,+1 Lap,65,1,Nico Hülkenberg,Force India,2012 Spanish Grand Prix
11,+1 Lap,65,0,Mark Webber,Red Bull,2012 Spanish Grand Prix
12,+1 Lap,65,0,Jean-Éric Vergne,Toro Rosso,2012 Spanish Grand Prix
13,+1 Lap,65,0,Daniel Ricciardo,Toro Rosso,2012 Spanish Grand Prix
14,+1 Lap,65,0,Paul di Resta,Force India,2012 Spanish Grand Prix
15,+1 Lap,65,0,Felipe Massa,Ferrari,2012 Spanish Grand Prix
16,+1 Lap,65,0,Heikki Kovalainen,Caterham,2012 Spanish Grand Prix
17,+1 Lap,65,0,Vitaly Petrov,Caterham,2012 Spanish Grand Prix
18,+2 Laps,64,0,Timo Glock,Marussia,2012 Spanish Grand Prix
19,+3 Laps,63,0,Pedro de la Rosa,HRT,2012 Spanish Grand Prix
,Wheel nut,37,0,Sergio Pérez,Sauber,2012 Spanish Grand Prix
,Mechanical,35,0,Charles Pic,Marussia,2012 Spanish Grand Prix
,Mechanical,22,0,Narain Karthikeyan,HRT,2012 Spanish Grand Prix
,Collision,12,0,Bruno Senna,Williams,2012 Spanish Grand Prix
,Collision,12,0,Michael Schumacher,Mercedes,2012 Spanish Grand Prix
1,1:46:06.557,78,25,Mark Webber,Red Bull,2012 Monaco Grand Prix
2,+0.643,78,18,Nico Rosberg,Mercedes,2012 Monaco Grand Prix
3,+0.947,78,15,Fernando Alonso,Ferrari,2012 Monaco Grand Prix
4,+1.343,78,12,Sebastian Vettel,Red Bull,2012 Monaco Grand Prix
5,+4.101,78,10,Lewis Hamilton,McLaren,2012 Monaco Grand Prix
6,+6.195,78,8,Felipe Massa,Ferrari,2012 Monaco Grand Prix
7,+41.537,78,6,Paul di Resta,Force India,2012 Monaco Grand Prix
8,+42.562,78,4,Nico Hülkenberg,Force India,2012 Monaco Grand Prix
9,+44.036,78,2,Kimi Räikkönen,Lotus F1,2012 Monaco Grand Prix
10,+44.516,78,1,Bruno Senna,Williams,2012 Monaco Grand Prix
11,+1 Lap,77,0,Sergio Pérez,Sauber,2012 Monaco Grand Prix
12,+1 Lap,77,0,Jean-Éric Vergne,Toro Rosso,2012 Monaco Grand Prix
13,+1 Lap,77,0,Heikki Kovalainen,Caterham,2012 Monaco Grand Prix
14,+1 Lap,77,0,Timo Glock,Marussia,2012 Monaco Grand Prix
15,+2 Laps,76,0,Narain Karthikeyan,HRT,2012 Monaco Grand Prix
16,Collision,70,0,Jenson Button,McLaren,2012 Monaco Grand Prix
,Retired,65,0,Daniel Ricciardo,Toro Rosso,2012 Monaco Grand Prix
,Retired,64,0,Charles Pic,Marussia,2012 Monaco Grand Prix
,Fuel pressure,63,0,Michael Schumacher,Mercedes,2012 Monaco Grand Prix
,Electrical,15,0,Vitaly Petrov,Caterham,2012 Monaco Grand Prix
,Accident,5,0,Kamui Kobayashi,Sauber,2012 Monaco Grand Prix
,Accident,0,0,Pastor Maldonado,Williams,2012 Monaco Grand Prix
,Accident,0,0,Romain Grosjean,Lotus F1,2012 Monaco Grand Prix
,Accident,0,0,Pedro de la Rosa,HRT,2012 Monaco Grand Prix
1,1:32:29.586,70,25,Lewis Hamilton,McLaren,2012 Canadian Grand Prix
2,+2.513,70,18,Romain Grosjean,Lotus F1,2012 Canadian Grand Prix
3,+5.260,70,15,Sergio Pérez,Sauber,2012 Canadian Grand Prix
4,+7.295,70,12,Sebastian Vettel,Red Bull,2012 Canadian Grand Prix
5,+13.411,70,10,Fernando Alonso,Ferrari,2012 Canadian Grand Prix
6,+13.842,70,8,Nico Rosberg,Mercedes,2012 Canadian Grand Prix
7,+15.085,70,6,Mark Webber,Red Bull,2012 Canadian Grand Prix
8,+15.567,70,4,Kimi Räikkönen,Lotus F1,2012 Canadian Grand Prix
9,+24.432,70,2,Kamui Kobayashi,Sauber,2012 Canadian Grand Prix
10,+25.272,70,1,Felipe Massa,Ferrari,2012 Canadian Grand Prix
11,+37.693,70,0,Paul di Resta,Force India,2012 Canadian Grand Prix
12,+46.236,70,0,Nico Hülkenberg,Force India,2012 Canadian Grand Prix
13,+47.052,70,0,Pastor Maldonado,Williams,2012 Canadian Grand Prix
14,+1:04.475,70,0,Daniel Ricciardo,Toro Rosso,2012 Canadian Grand Prix
15,+1 Lap,69,0,Jean-Éric Vergne,Toro Rosso,2012 Canadian Grand Prix
16,+1 Lap,69,0,Jenson Button,McLaren,2012 Canadian Grand Prix
17,+1 Lap,69,0,Bruno Senna,Williams,2012 Canadian Grand Prix
18,+1 Lap,69,0,Heikki Kovalainen,Caterham,2012 Canadian Grand Prix
19,+1 Lap,69,0,Vitaly Petrov,Caterham,2012 Canadian Grand Prix
20,+3 Laps,69,0,Charles Pic,Marussia,2012 Canadian Grand Prix
21,Suspension,56,0,Timo Glock,Marussia,2012 Canadian Grand Prix
,Rear wing,43,0,Michael Schumacher,Mercedes,2012 Canadian Grand Prix
,Brakes,24,0,Pedro de la Rosa,HRT,2012 Canadian Grand Prix
,Suspension,22,0,Narain Karthikeyan,HRT,2012 Canadian Grand Prix
1,1:44:16.649,57,25,Fernando Alonso,Ferrari,2012 European Grand Prix
2,+6.421,57,18,Kimi Räikkönen,Lotus F1,2012 European Grand Prix
3,+12.639,57,15,Michael Schumacher,Mercedes,2012 European Grand Prix
4,+13.628,57,12,Mark Webber,Red Bull,2012 European Grand Prix
5,+19.993,57,10,Nico Hülkenberg,Force India,2012 European Grand Prix
6,+21.176,57,8,Nico Rosberg,Mercedes,2012 European Grand Prix
7,+22.866,57,6,Paul di Resta,Force India,2012 European Grand Prix
8,+24.653,57,4,Jenson Button,McLaren,2012 European Grand Prix
9,+27.777,57,2,Sergio Pérez,Sauber,2012 European Grand Prix
10,+35.961,57,1,Bruno Senna,Williams,2012 European Grand Prix
11,+37.041,57,0,Daniel Ricciardo,Toro Rosso,2012 European Grand Prix
12,+54.630,57,0,Pastor Maldonado,Williams,2012 European Grand Prix
13,+1:15.871,57,0,Vitaly Petrov,Caterham,2012 European Grand Prix
14,+1:34.654,57,0,Heikki Kovalainen,Caterham,2012 European Grand Prix
15,+1:36.551,57,0,Charles Pic,Marussia,2012 European Grand Prix
16,+1 Lap,56,0,Felipe Massa,Ferrari,2012 European Grand Prix
17,+1 Lap,56,0,Pedro de la Rosa,HRT,2012 European Grand Prix
18,+1 Lap,56,0,Narain Karthikeyan,HRT,2012 European Grand Prix
19,Collision,55,0,Lewis Hamilton,McLaren,2012 European Grand Prix
,Electronics,40,0,Romain Grosjean,Lotus F1,2012 European Grand Prix
,Collision,33,0,Kamui Kobayashi,Sauber,2012 European Grand Prix
,Gearbox,33,0,Sebastian Vettel,Red Bull,2012 European Grand Prix
,Collision,26,0,Jean-Éric Vergne,Toro Rosso,2012 European Grand Prix
,Withdrew,0,0,Timo Glock,Marussia,2012 European Grand Prix
1,1:25:11.288,52,25,Mark Webber,Red Bull,2012 British Grand Prix
2,+3.060,52,18,Fernando Alonso,Ferrari,2012 British Grand Prix
3,+4.836,52,15,Sebastian Vettel,Red Bull,2012 British Grand Prix
4,+9.519,52,12,Felipe Massa,Ferrari,2012 British Grand Prix
5,+10.314,52,10,Kimi Räikkönen,Lotus F1,2012 British Grand Prix
6,+17.101,52,8,Romain Grosjean,Lotus F1,2012 British Grand Prix
7,+29.153,52,6,Michael Schumacher,Mercedes,2012 British Grand Prix
8,+36.463,52,4,Lewis Hamilton,McLaren,2012 British Grand Prix
9,+43.347,52,2,Bruno Senna,Williams,2012 British Grand Prix
10,+44.444,52,1,Jenson Button,McLaren,2012 British Grand Prix
11,+45.370,52,0,Kamui Kobayashi,Sauber,2012 British Grand Prix
12,+47.856,52,0,Nico Hülkenberg,Force India,2012 British Grand Prix
13,+51.241,52,0,Daniel Ricciardo,Toro Rosso,2012 British Grand Prix
14,+53.313,52,0,Jean-Éric Vergne,Toro Rosso,2012 British Grand Prix
15,+57.394,52,0,Nico Rosberg,Mercedes,2012 British Grand Prix
16,+1 Lap,51,0,Pastor Maldonado,Williams,2012 British Grand Prix
17,+1 Lap,51,0,Heikki Kovalainen,Caterham,2012 British Grand Prix
18,+1 Lap,51,0,Timo Glock,Marussia,2012 British Grand Prix
19,+1 Lap,51,0,Charles Pic,Marussia,2012 British Grand Prix
20,+2 Laps,50,0,Pedro de la Rosa,HRT,2012 British Grand Prix
21,+2 Laps,50,0,Narain Karthikeyan,HRT,2012 British Grand Prix
,Collision,11,0,Sergio Pérez,Sauber,2012 British Grand Prix
,Collision,2,0,Paul di Resta,Force India,2012 British Grand Prix
,Engine,0,0,Vitaly Petrov,Caterham,2012 British Grand Prix
1,1:31:05.862,67,25,Fernando Alonso,Ferrari,2012 German Grand Prix
2,+6.949,67,18,Jenson Button,McLaren,2012 German Grand Prix
3,+16.409,67,15,Kimi Räikkönen,Lotus F1,2012 German Grand Prix
4,+21.925,67,12,Kamui Kobayashi,Sauber,2012 German Grand Prix
5,+23.732,67,10,Sebastian Vettel,Red Bull,2012 German Grand Prix
6,+27.896,67,8,Sergio Pérez,Sauber,2012 German Grand Prix
7,+28.970,67,6,Michael Schumacher,Mercedes,2012 German Grand Prix
8,+46.941,67,4,Mark Webber,Red Bull,2012 German Grand Prix
9,+48.162,67,2,Nico Hülkenberg,Force India,2012 German Grand Prix
10,+48.889,67,1,Nico Rosberg,Mercedes,2012 German Grand Prix
11,+59.227,67,0,Paul di Resta,Force India,2012 German Grand Prix
12,+71.428,67,0,Felipe Massa,Ferrari,2012 German Grand Prix
13,+76.829,67,0,Daniel Ricciardo,Toro Rosso,2012 German Grand Prix
14,+76.965,67,0,Jean-Éric Vergne,Toro Rosso,2012 German Grand Prix
15,+1 Lap,66,0,Pastor Maldonado,Williams,2012 German Grand Prix
16,+1 Lap,66,0,Vitaly Petrov,Caterham,2012 German Grand Prix
17,+1 Lap,66,0,Bruno Senna,Williams,2012 German Grand Prix
18,+1 Lap,66,0,Romain Grosjean,Lotus F1,2012 German Grand Prix
19,+2 Laps,65,0,Heikki Kovalainen,Caterham,2012 German Grand Prix
20,+2 Laps,65,0,Charles Pic,Marussia,2012 German Grand Prix
21,+3 Laps,64,0,Pedro de la Rosa,HRT,2012 German Grand Prix
22,+3 Laps,64,0,Timo Glock,Marussia,2012 German Grand Prix
